OID_,USER_X,USER_Y,X,Y,USER_LongLabel,Shape_Length,Distance
1,-93.229522022059925,44.948352493787283,-118.436990752088349,34.149000567453520,"2905 E Lake St, Minneapolis, MN, 55406, USA",27.525451787373648,1529.455694996865304
